REEF_NAME,REEF_SITE,YEAR,MONTH,SURVEY_DATE,REEF_ZONE,TRANSECT_NO,SUBSTRATE_COVER,GENUS,PERCENT_COVER,BLEACH_MONTH
MH,MH4,2024,FEB,23/02/2024,CREST,2,LCC,PORITES,28,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,ACROPORA,6,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,FAVITES,0,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,GALAXEA,0,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,GONIASTREA,0,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,LOBOPHYLLIA,4,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,MONTIPORA,7,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,PACHYSERIS,10,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,PAVONA,1,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,PLATYGYRA,0,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,POCILLOPORA,0,pre-bleach
MH,MH4,2024,FEB,23/02/2024,CREST,3,LCC,PORITES,36,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,ACROPORA,6,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,FAVITES,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,GALAXEA,1,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,GONIASTREA,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,LOBOPHYLLIA,5,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,MONTIPORA,23,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,PACHYSERIS,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,PAVONA,1,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,PLATYGYRA,2,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,POCILLOPORA,2,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,1,LCC,PORITES,10,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,ACROPORA,4,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,GONIASTREA,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,FAVITES,1,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,GALAXEA,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,GONIASTREA,1,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,LOBOPHYLLIA,2,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,MONTIPORA,13,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,PACHYSERIS,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,PAVONA,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,PLATYGYRA,4,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,POCILLOPORA,3,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,2,LCC,PORITES,10,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,ACROPORA,2,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,GONIASTREA,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,FAVITES,3,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,GALAXEA,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,GONIASTREA,1,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,LOBOPHYLLIA,4,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,MONTIPORA,22,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,PACHYSERIS,0,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,PAVONA,4,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,PLATYGYRA,2,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,POCILLOPORA,2,pre-bleach
ATL,ATL,2024,MAR,09/03/2024,CREST,3,LCC,PORITES,14,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,ACROPORA,30,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,GONIASTREA,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,FAVITES,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,GALAXEA,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,GONIASTREA,1,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,LOBOPHYLLIA,2,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,MONTIPORA,10,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,PACHYSERIS,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,PAVONA,3,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,PLATYGYRA,2,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,POCILLOPORA,5,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,1,LCC,PORITES,6,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,ACROPORA,59,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,GONIASTREA,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,FAVITES,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,GALAXEA,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,GONIASTREA,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,LOBOPHYLLIA,2,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,MONTIPORA,1,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,PACHYSERIS,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,PAVONA,1,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,PLATYGYRA,1,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,POCILLOPORA,3,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,2,LCC,PORITES,2,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,ACROPORA,9,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,GONIASTREA,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,FAVITES,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,GALAXEA,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,GONIASTREA,1,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,LOBOPHYLLIA,5,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,MONTIPORA,3,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,PACHYSERIS,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,PAVONA,0,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,PLATYGYRA,1,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,POCILLOPORA,2,pre-bleach
ATL,ATL,2024,MAR,21/03/2024,FLAT,3,LCC,PORITES,8,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,ACROPORA,1,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,FAVITES,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,GALAXEA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,GONIASTREA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,LOBOPHYLLIA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,MONTIPORA,3,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,PACHYSERIS,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,PAVONA,0,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,PLATYGYRA,1,pre-bleach
HS,HS,2024,MAR,07/03/2024,FLAT,1,LCC,POCILLOPORA,1,pre-bleach
